danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823
0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985
0.884,0.539,1,-6.389,0,0.208,0.239,0.0,0.0805,0.776,85.008
0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052
0.629,0.723,6,-5.688,1,0.0507,0.111,0.0,0.197,0.411,123.997
0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002
0.653,0.839,11,-6.677,0,0.0581,0.00324,0.00294,0.476,0.334,125.004
0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053
0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751
0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969
0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604
0.643,0.961,0,-5.298,1,0.0315,0.0196,0.0,0.948,0.96,124.027
0.624,0.684,3,-5.507,0,0.0513,0.0336,0.0,0.0771,0.75,163.033
0.722,0.588,6,-5.932,1,0.0544,0.0319,0.0,0.183,0.59,134.01
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011
0.836,0.552,7,-5.66,1,0.0851,0.0433,0.0,0.0773,0.525,97.036
0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01
0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967
0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032
0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001
0.791,0.718,10,-6.343,0,0.0643,0.0541,0.0,0.334,0.422,108.049
0.881,0.782,9,-3.657,1,0.0803,0.06,0.0,0.0616,0.774,142.119
0.787,0.57,3,-5.881,1,0.225,0.0449,0.0,0.135,0.733,142.974
0.756,0.582,11,-7.726,1,0.0343,0.0592,0.0,0.161,0.605,134.07
0.689,0.783,5,-5.101,0,0.0305,0.0864,2.13e-06,0.163,0.842,130.021
0.594,0.389,2,-9.245,1,0.0347,0.411,1.48e-06,0.117,0.394,166.042
0.638,0.827,1,-5.793,0,0.0389,0.0054,0.000305,0.0931,0.96,137.076
0.707,0.52,1,-7.058,1,0.0279,0.0143,5.89e-06,0.16,0.432,106.975
0.433,0.816,9,-4.698,1,0.187,0.00957,0.0,0.328,0.797,83.954
0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079
0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0
0.663,0.824,7,-4.053,1,0.0585,0.0261,0.0,0.136,0.588,126.055
0.652,0.815,8,-3.784,1,0.131,0.136,0.0,0.0844,0.794,121.969
0.532,0.76,11,-4.387,1,0.0701,0.0647,0.0,0.515,0.634,95.956
0.741,0.597,3,-7.892,1,0.108,0.0519,0.0,0.396,0.679,100.045
0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046
0.744,0.856,10,-4.115,1,0.084,0.116,0.0,0.328,0.76,145.966
0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83
0.549,0.651,0,-7.097,1,0.0323,0.583,0.0,0.121,0.368,122.818
0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.161
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38
0.514,0.942,9,-8.433,1,0.0502,0.282,6.6e-05,0.17,0.912,159.847
0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383
0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887
0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394
0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533
0.613,0.487,7,-8.781,1,0.0935,0.412,1.02e-05,0.286,0.699,143.332
0.539,0.24,3,-16.632,0,0.0426,0.687,5.12e-05,0.133,0.567,80.816
0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126
0.67,0.516,10,-9.598,1,0.366,0.0673,0.0,0.0674,0.939,154.186
0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39
0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448
0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81
0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841
0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211
0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99
0.393,0.588,9,-6.68,0,0.0613,0.345,0.0,0.134,0.728,203.145
0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715
0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739
0.894,0.423,0,-13.968,1,0.0821,0.00239,0.446,0.0796,0.462,122.144
0.931,0.801,4,-10.725,1,0.0548,0.496,0.379,0.0563,0.971,119.533
0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133
0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983
0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711
0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97
0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885
0.676,0.659,11,-5.123,0,0.0476,0.194,0.0,0.283,0.595,134.985
